"Address","Total Shares","Total Pool Percent","ZCL Amount","BTCP Amount"
"t1K6FWkNZqsaHHs6aN1N2rmnbvcqJzEC7MY","107671.13457590692","0.00%","0.33747201160653173","0.73109188"
"t1PU7T2Jj7C1CAidc3WKbZR9scSQFp9enJ3","76008.04905585655","0.00%","0.33720687220975937","0.73051749"
"t1MiA5EfziHXZCaHdGAB1eL86tHbhSVdCU1","102894.81632314295","0.00%","0.33705876785125344","0.73019664"
"t1VbNYTtV69LPBNgB3t2zyBVDq7C4MusfEf","70553.79334338","0.00%","0.33693315882989844","0.72992452"
"t1a3qcY9TjjNYrbUcgWUMQyaJ32yacbYv4T","101548.6053894257","0.00%","0.3368230015996993","0.72968588"
"t1g2Bcr8quybdFn7ysapeUAEKup7qg1gb4B","91031.98389709496","0.00%","0.33497656689319605","0.72568580"
"t1g9Lyrr3aNTPasoobwD8xYsoNPciPrvroX","48752.855660584","0.00%","0.33394380174594857","0.72344844"
"t1SdDw8NCzcjjcXGScde5HC7VbEePjGEKPA","84447.44993216364","0.00%","0.33372912264313065","0.72298337"
"t1gddmzjf6rp7ebGGdKTtaw6QXRegdsfToR","71336.62876734","0.00%","0.3336659642285401","0.72284654"
"t1Pi1F1QMdnpR7FhHe28f8vzoFitnU5eyF7","77581.51731358872","0.00%","0.3335268119172427","0.72254509"
"t1XTqCKh58Cq4647WeDNu8D5EzXV5wcBt11","104616.3805008428","0.00%","0.33349409402112773","0.72247421"
"t1db1JawZKrsJpXYYhCMecZFuxNea6x83z8","89100.74750969703","0.00%","0.3334880088260868","0.72246102"
"t1fo4Q2r3bYv98ra1yfGbwkDrkJ7jdiQe2K","99708.86094658867","0.00%","0.3331320565975965","0.72168990"
"t1VJwki9n9tDf4nRioVFqXoDWP82HF3HfzX","59838.43074967189","0.00%","0.33108229943715106","0.71724935"
"t1XbM58WLkDXGFstqoLc3GeKDhaoWaNjDBY","44286.36447964281","0.00%","0.3306909404225328","0.71640152"
"t1YvXhZntm7UWY6ZzHN9cDXC1tE8uvcYZoV","81217.2013204057","0.00%","0.33053942043358164","0.71607327"
"t1b4EDridt6Quk33bZGZjdubQuLuJQu5YHx","104120.51303639503","0.00%","0.3300673114987669","0.71505050"
"t1LBRV3UBcFEoN7wEDtakyqwdWTMcspPWeX","66360.56874806977","0.00%","0.3300328898081945","0.71497593"
"t1K2dKnJK2q3RbHoh58dnG9CU6PZZF7ju9C","95599.93843475383","0.00%","0.3286670776842463","0.71201707"
"t1V2aAuFXLAUpGYbSMjPwcC5TCcDYnckNQi","106502.7555962085","0.00%","0.3286127555871312","0.71189938"
"t1KCvPkRuV1JREUNbvsjx8eCSTTAQJFbeUv","69358.5254821556","0.00%","0.3283792638566281","0.71139355"
"t1KL9HHohd5dP4aMoKT4frng1Vr4YQwHzWh","86882.15673148363","0.00%","0.32802415020470505","0.71062424"
"t1ZcmTM2rEbhi3B7WcSCvZB2XBqiB1kG2JM","75719.80282153365","0.00%","0.3278080151701474","0.71015601"
"t1Le2nAYJ49ojfvwdFCYMPZhFBJrMnKXAQp","122315.47258741347","0.00%","0.3276252014760274","0.70975997"
"t1XtACJnGSWWkXL9J4xh4NV9Tq9Lw3tT2qW","95839.9132121201","0.00%","0.3275089137837804","0.70950805"
"t1NT4dxfuiDUuJrqdXX88ZWrKbRehPE7sN6","76480.75863666045","0.00%","0.3270275423320994","0.70846521"
"t1e1W4JabFx4FrbJKptcJbWPY9RKG3avRsz","91459.92128036977","0.00%","0.3269479447371177","0.70829277"
"t1SV1s9ZQuY1dwx7jPNZsum3bWUC6wxpQWq","75499.30905543896","0.00%","0.32667686630124176","0.70770552"
"t1ct3MSED7jug5M4RPhxTSzQcXXo1hWCata","72162.36713588193","0.00%","0.3257485634397489","0.70569446"
"t1WSMNurSoP5ec187EekTkqG7tExbUNFvdg","82338.55318972972","0.00%","0.3243064834980603","0.70257037"
"t1UBrTmMgqWZcjQCVPLL4RH13LSvAXTJxg1","98614.92980164233","0.00%","0.3236170935745627","0.70107689"
"t1J9P2yUghch9Bom4EbWjh8TsGxraaBj5XZ","100300.88109330667","0.00%","0.32319606736894313","0.70016479"
"t1c8G2i5UBWfj8GiZ5HkcfGpGmwgfcc5B8D","83029.7989542424","0.00%","0.3231348959046097","0.70003227"
"t1WhoYMfGeaU7qnu7yv88J84EtdHNgGXkaU","84048.81049326117","0.00%","0.32251021621526205","0.69867898"
"t1V2gNMZFpQ83Wzc7mSc8CYfkHStZYHzYEN","94973.65643526308","0.00%","0.3220955851516976","0.69778073"
"t1cxSqtwVfCn6qdN9rkh8Hxw6VyBfhKk7HM","92067.31905946192","0.00%","0.32201667263150235","0.69760978"
"t1Y3UkbLZPBzMgyYCTzTiSKMhtLr7QtPQnC","100167.18289793223","0.00%","0.3219265849009282","0.69741461"
"t1fqnmmwUN7R4njWHP4mtp6Db628nCmgD27","99740.49398215058","0.00%","0.3218694596088077","0.69729086"
"t1SoSjU6JKQwkreE9ZPL7sw1qUPZCcH5hYN","90894.09712606277","0.00%","0.321368804691222","0.69620625"
"t1ZdaEKs71z5KT4Cmnvk23iJK6ZaYMkm7Ag","122861.15446730019","0.00%","0.3211389466797169","0.69570829"
"t1Ymi9TkVKKAnd7ktdy4uC7DUrgGWEKmzY1","102206.46150321768","0.00%","0.32111259213581456","0.69565120"
"t1ToZ46qk3T4UxpSfyAamWyMYZEzRr1iArM","72120.60308338964","0.00%","0.32016949440443354","0.69360809"
"t1bxpTz2X1ezRPscS8yQw5Kyc8cYUGEfJ4Y","90025.87127858128","0.00%","0.3200098671920912","0.69326228"
"t1fG5cDD73QZeqczn4nKnngBFVcwLTyBmE2","78979.49166674001","0.00%","0.31985731630960257","0.69293179"
"t1PNbCpfUZ6vBrDevhxSU4MgV7dBhZxSGgg","59511.863143350005","0.00%","0.3197227560883852","0.69264029"
"t1T2B9L2hVNv5vKhj1JUwRzag9TaPK7b6YZ","75586.24302285584","0.00%","0.3191287497067741","0.69135344"
"t1NHvFSKegB63ffvVZxbJoSi5tUaGMnhd9R","67519.78977369453","0.00%","0.31860210114774307","0.69021252"
"t1NpoVxWo1DMCC5ogoJYukp5voHvv3cNtNW","56720.54542654598","0.00%","0.3182300919845476","0.68940661"
"t1bRs6CQDMsBb6qLBwKZFBoMK5yHNs77tdB","97310.74698633766","0.00%","0.3182041620762747","0.68935044"
"t1fQs4mmWDo8wrriD6A2uxU2mmAttEUCm86","70814.92288948657","0.00%","0.3179817401354691","0.68886859"
"t1gNsrTrVTiXtWhQMgtgPAM2yX8i8HxBitA","99794.04730907177","0.00%","0.31775050558759166","0.68836765"
"t1WJZPaCpEw2ppNZevAh7zFEcB516x7L7Hg","87738.57189328442","0.00%","0.3170832882842548","0.68692220"
"t1K9TB8dDnMoPu27wUZhNKAmiViZzueRbF3","92964.66638727796","0.00%","0.31630828062849115","0.68524324"
"t1J47kr1Ytp9SzzphfMHt3NPoDqwshuavki","66576.30704095686","0.00%","0.315584926402697","0.68367618"
"t1Qj5XYTyX9cjiNFciYmTY68D1bFewvSZqL","95339.52109161152","0.00%","0.3153796708416758","0.68323152"
"t1bN34GRyRLuxTaXaEQgtPYHnAdatUrcnsY","99392.34021751517","0.00%","0.31520380262355835","0.68285053"
"t1S3yHg3p9PAczWnrkKqfgUEwSx555ymWyx","62227.996626414584","0.00%","0.31497544427939234","0.68235582"
"t1VAHsv5JnnHE5t7LFxbsiDvqEofcTgZ9Rb","86588.424646751","0.00%","0.31464166264346627","0.68163272"
"t1bUWu47vFEZ42XW2eMhSchN3YaJURy4xYM","80407.62359806421","0.00%","0.3141944857786903","0.68066396"
"t3dsuNBFF6zMknL8wnXxTHMZtX7VepMh8Af","94589.2515542625","0.00%","0.3131215438180984","0.67833957"
"t1Lfv5bMvuBeHFGpZS9FrSpkf7NdDqtLVsk","96929.97696158374","0.00%","0.31288712339539126","0.67783172"
"t1TJ3U7Kx6KCQJd7qyhGevDBg2oW2th7jtB","70051.64367986562","0.00%","0.31262533386416386","0.67726459"
"t1e1kcRpkEe5H7zqGYaFTFDTVWNnJCs2cx8","86276.90440847483","0.00%","0.3121430993439397","0.67621989"
"t1XChnJgBuo4QmNS6GwVZSg4uSnxekDDatQ","75091.50777662259","0.00%","0.3120646740192945","0.67604999"
"t1MV5RTw2CMLjQXcc4PMTCFUFwAs6sV2HzP","90430.36950294484","0.00%","0.31200277717664926","0.67591590"
"t1WYwG117BJ99rspvD1bjbJVpPGYU1FgD5v","77164.24888064386","0.00%","0.31198290197554","0.67587284"
"t1WrGF6J3eNpe6dbs22868c29aP26NqK3et","94521.21157794842","0.00%","0.31146793076448087","0.67475722"
"t1gBpmzaTbdJccsfdKVrWaS4hXwAdxKnzqv","98550.79472565842","0.00%","0.3109273329976126","0.67358608"
"t1YkcXoykPqY5qttZ7fXLXsgoh7cUYBx4vH","58444.60145845058","0.00%","0.31091058725903037","0.67354980"
"t1RSdKsm7xK4q3jejB9oLjnLFrHtUxGvnf7","65086.47300782326","0.00%","0.31088683654744065","0.67349835"
"t1bagA7CAgiMznKW2xCftBtAnjrzGvDjcxz","95575.18461902847","0.00%","0.3108170518717369","0.67334717"
"t1KaoXcbChgEpCHedqyEjf3WguQTaxAzQST","58158.59335438721","0.00%","0.3100614254619485","0.67171019"
"t1cD9RqwwfJXtRPqauGLBs2wCsZaRJkaK1P","55037.87229257087","0.00%","0.3090746632831884","0.66957249"
"t1SgXsj4AqJ5LzHyCGmqgJzHLxfYxprMHzs","58933.25756620918","0.00%","0.3087196790801724","0.66880346"
"t1X5P2QHbhrt2oY4aziuXWqK9Gyozu4T6pg","73274.97152453917","0.00%","0.3086273041081649","0.66860335"
"t1Tht4Cgz7a5NEcKoh41poVsQDUeE8HS4Bg","66991.48710659209","0.00%","0.3080346408987536","0.66731941"
"t1SzuR34CUbfPc6FSowrTg3jLXhom37tqKR","93996.89840382803","0.00%","0.30795635309973957","0.66714981"
"t1T8kde5jMvveLqDEARr8xy9k2EkBh7FR9E","97774.1500867958","0.00%","0.3076946711392417","0.66658291"
"t1Y3qYHKq9BrGA4NQtiRcu3ch64c55ZEoDF","75411.12619572302","0.00%","0.3076544969346893","0.66649588"
"t1TP1KYNs5VQ1qCiSTNA3gjXtzKU8YoxWXY","63281.37971209185","0.00%","0.30738282359300034","0.66590733"
"t1URgNkDaSiuvJzgBGCQupoufWDNSLXECLV","82476.16204070649","0.00%","0.30723780905992143","0.66559317"
"t1VQ5ywgDDVLzrDTRcojM3f9uSBDCBVQHmy","86277.19893305561","0.00%","0.3066691144880406","0.66436117"
"t1dHdvxrHCo7kzrVJ77nkTgouYsJtqykesP","93548.64819115895","0.00%","0.3061346438555919","0.66320330"
"t1gvECgSaPD6qAJHkGWohFbbb4dGzHELsdz","94774.79922963252","0.00%","0.30551663815124924","0.66186447"
"t1gXiVBSCzQaYYLRhEaQp3GxfgWAuaWmNyS","85955.91368147706","0.00%","0.3052521570285476","0.66129150"
"t1ccEqRBBEmRjcFUDwDe8LzF5TqsavyGd72","94013.42132056232","0.00%","0.30501251346170966","0.66077234"
"t1bGWuF67Qhgv5KrYYq6sCvmkCGAhfgGp5N","69698.10668121866","0.00%","0.3048496249401744","0.66041946"
"t1QCyX2EuEJYV8skz8fD58U3U69wYzBDns7","70524.81920789185","0.00%","0.3048102220064362","0.66033410"
"t1WG1vhp5PmPJfU46iw1sDKvuJfzBAdNT5n","95990.9533848848","0.00%","0.3047529186329152","0.66020996"
"t1Vsm9K9kVv4rCtGtbSn9FS58N7j4AUdLyJ","78427.71947555918","0.00%","0.3045505294706534","0.65977151"
"t1W2dpDh95WzQdyPX6hXyCR9kpbFmqSvAD5","52520.60645394999","0.00%","0.30434838700736716","0.65933359"
"t1bbbadXvHZdaiHAQgg7N2fJvGxn28AyxJo","51714.41552769962","0.00%","0.30416305492721046","0.65893209"
"t1Q8vt3pTvkxAHY596WtvVNEUHC8yRSFJ31","45405.194757410005","0.00%","0.3039264398483034","0.65841950"
"t1WGQcrLVBVdGPiT2B8UnZ4VTAtEowkvzDu","96000.56299071874","0.00%","0.3039192883112679","0.65840400"
"t1cpJstodhJS9aGwgN8x6RMCVrRaaZHHXpu","91551.01265926367","0.00%","0.3037283215053891","0.65799030"
"t1L5JmbELdMyPiyJBzM4K76CfdCrKFE2vnv","65332.49754923878","0.00%","0.30349414186394436","0.65748298"
"t1gbbEFHxqvt8gFtxqP2NLA6KWLpG3jis66","96177.82872206747","0.00%","0.3032754212159031","0.65700914"
"t1aDt6we3zKBo9UiA5CxLGrHti8iRRYpNsW","70080.6133693465","0.00%","0.3032227463156777","0.65689503"
"t1abM1XTGr9dUh1vtSe78xY51dAcoQKUPKY","65075.295575391545","0.00%","0.30292127693865717","0.65624193"
"t1fjgvRghZwVTFxB7y4ruMFRvHymwvNbQGm","94723.57232392444","0.00%","0.30286051945131104","0.65611031"
"t1TrpBghmfxRDfAFo3RmczsTouJzQhBDq2F","59024.08275565261","0.00%","0.30253767526435615","0.65541091"
"t1gPqqJWaQDe6Hu7UR1uWk2ZAPjjc5F5PZL","94786.49723285084","0.00%","0.30253201622338777","0.65539865"
"t1VafeatGociV7bUaYSeaJwpi3T2Pr5qJBx","93882.71169264647","0.00%","0.30167350289194594","0.65353878"
"t1bNqv4XxMdWWVMLCX5m6vzDzDHNDrvxMCa","70924.06439678998","0.00%","0.30166954706421784","0.65353021"
"t1RJEeyT24jD9iQwfvKEsMA55zLMjnweonw","68814.79384140568","0.00%","0.30074203790534476","0.65152088"
"t1Ljbp7nuuoE1fU5dGt5quujVsQUwfHfEkr","95440.59671538508","0.00%","0.3004163146043801","0.65081524"
"t1bMQx5iiW4XE2YbMDY98F2xnsmiRXpaCe7","80370.81584444853","0.00%","0.3001966662738248","0.65033940"
"t1Ke3yuVEeiZ5wDJKX1xufV6DWJXJwzQkv3","90077.15825944289","0.00%","0.30006951698410345","0.65006394"
"t1JzprCzWsHF6AP8Y7xFPNMJ6SvWbPq9vhb","97995.10084203543","0.00%","0.2987021762873206","0.64710177"
"t1U6DsJn92vNqLib31BwuyM5o6NgvW57XAX","92835.43309287234","0.00%","0.2984353429361013","0.64652371"
"t1Urjmy7PwQ7Uzrh9XLF8862AK9Cr8dL9yZ","72671.39461362286","0.00%","0.29802066604833094","0.64562536"
"t1gxJuZaRSuq8KzWL4xax1Hy6bkhWWDY7uZ","87881.04846148453","0.00%","0.2977134281704447","0.64495977"
"t1QNbGsN1XZr5jcHk4Azmxvg38e7FGNpc2c","84211.08782848014","0.00%","0.2976931943586241","0.64491593"
"t1RboqwZvJ5kHywkea1KoH8vGPDq9KTkY8E","63051.58659416178","0.00%","0.2976727413614315","0.64487162"
"t1Hv9q6ED3cVCnKX7R3Aa1zoytrUjbZ91rW","91651.2064382105","0.00%","0.2975198907332037","0.64454049"
"t1L8QLphzZh8sHtkvJybrMbKcDfm69UsBwg","87869.79632998438","0.00%","0.29707362150990685","0.64357370"
"t1Wm7yJeyaWbpSzSW2M8PDjTfzdJ26wtXoc","97747.78283356901","0.00%","0.29669566559504706","0.64275491"
"t1cdwTCDXXhjdBw7MJyUWjzQCfAmpsiQf2y","68430.40317858444","0.00%","0.29667656468319714","0.64271353"
"t1aQNZmLYoNCjjdFNCdrjMd9jdUeDxcnGg1","82820.25068401874","0.00%","0.2965161086650144","0.64236592"
"t1WjzbXHfcjuiFZJEAQQ1KkrMyK5r6osS52","90396.95242592879","0.00%","0.29634627239644495","0.64199799"
"t1WkjQ7V6Nx4dbnvKqFrTcYFH3HoMvwTykb","92626.87527159294","0.00%","0.2961444092886287","0.64156068"
"t1chKCJeu2uoGxnSeVzt1QfUcEMGwMGz6A5","83249.82721283479","0.00%","0.2960375607722942","0.64132920"
"t1PDvdUCrGhyGFQvPde7CgttnvZxP6qp6T9","88907.81904644062","0.00%","0.2955554704678628","0.64028481"
"t1T2xiuUXbDZQ7vQsphVCNzJkdWToJE3T7H","68797.63376213235","0.00%","0.2952967347481413","0.63972430"
"t1fJqhDH4H9fAQLKFQSSoEVPTobnBz3g1bF","72179.78072273717","0.00%","0.2949396451501172","0.63895070"
"t1USnk1FQX8J3wwMv1GH3Wi8QCFpv128Y2Q","41506.2051802989","0.00%","0.29478931338317016","0.63862503"
"t1K7KjhRyahZf5DfpYhETAvponuxe1Zjpwc","57269.140944524115","0.00%","0.29475512107978497","0.63855096"
"t1dKoab8SH7RdBZkg5Ag2x5X1oBjHfFs2J5","57366.90406001189","0.00%","0.29474894034519167","0.63853757"
"t1f54PThmCngNmy3GSHfvhot3HuiN3W46Yv","87933.3057554804","0.00%","0.29406887664221043","0.63706429"
"t1KswpfW8kZYkyPBfLRb1TSGAMeS2i3agrG","87168.29463849496","0.00%","0.2940116924943425","0.63694041"
"t1PvSzJ3sLJE7HUz4bJibAjdyj3o8kbzcq4","86300.76048008418","0.00%","0.29361286104962064","0.63607639"
"t1cMaJkzzz7j2RUsrkJzJgLPyjjZxoJk5f1","92942.93429424363","0.00%","0.29353435942217176","0.63590632"
"t1SLg6qSiGYhRprQuJiicE6PUHHeSwSSDZy","87984.68846277604","0.00%","0.29327279969143993","0.63533969"
"t1XGEc3rwsnLYUStMDzZkJw6vy1dzMVYX8q","91902.04368437239","0.00%","0.2929948748269781","0.63473760"
"t1XAxJwJNeLoiDUm2ZFEVtDUcxhPHZpWD6Z","93254.86549594854","0.00%","0.2929689525632227","0.63468144"
"t1MZrAHawyD2LX9cV2uUR7EqKZcbdtUjqci","65804.19934298695","0.00%","0.29272877567161426","0.63416113"
"t1Nypw1KiW8WtsiWtPXxoNkxk6WWYPPuLqk","76344.04874615974","0.00%","0.291933667148836","0.63243862"
"t1dcjkEhLjTZ9XNW41BUFbt9TMqwonZ64Gp","68887.21617848614","0.00%","0.2914857577757246","0.63146828"
"t1gezmBrc16Hf3wUT7PianV4BpWdwV8W97z","91018.44400080993","0.00%","0.29131610081570797","0.63110074"
"t1YoH4yG7qk6fctfk7Ms4WJ2cN7KzvhsBtU","79483.05790053005","0.00%","0.2912351680055196","0.63092541"
"t1g6UUNnfrx4maWCcsFfqQxcEJgMJp7u9BX","63975.807101004015","0.00%","0.2910227366624652","0.63046520"
"t1cseVPEKwbSR1J7BE5WtgP7qwRo1KxHsQj","98453.98165934956","0.00%","0.29083357603645066","0.63005541"
"t1L4wgLV8R1ZJd7vsSSRxsDzk4iSZ48QDSi","76445.16421220692","0.00%","0.2898740695354324","0.62797675"
"t1Y6TWfvXRbQFtGyxNYweejs1d7kVh3Rbdw","73922.00407710754","0.00%","0.28976930772971105","0.62774980"
"t1fEmeNuHWG7PJEpdqe7i14YFkEduixUJLC","50961.876139859996","0.00%","0.28957828766290733","0.62733598"
"t1JwSBoFh3jVRChWTYMyB5m2EVEadNvSLkH","41467.95346613171","0.00%","0.28946708502551444","0.62709507"
"t1fHnSeEPRaUQjScNFxZZeiXZU48oaGSHCi","61047.74905547691","0.00%","0.2892011022026134","0.62651885"
"t1PnSVEen9tmw8QjpemqLnV79qDKRwuPPbq","89614.0209665148","0.00%","0.2891579865777271","0.62642545"
"t1Rkbdh5wt4q5hMnnPthhoDgGv1Mn8obZMJ","82242.95964357062","0.00%","0.28899589573667117","0.62607430"
"t1gwc6HsfcZecmRdUt7YDDKy8MbgjTKxDNq","66889.60717846568","0.00%","0.28899078818926455","0.62606323"
"t1J9nNmzpvGwdHD6Jub5rUfZCy1eE8jbXSZ","75683.4706903263","0.00%","0.2888567869370787","0.62577294"
"t1dy4K9MDjXJoAJEtBksMp6jVsz3AiQQsv6","89211.03618268885","0.00%","0.2888467960565499","0.62575129"
"t1bxezqaLnLrC2P5QSKM3pFpt4EkCzYtbDG","69976.28710983078","0.00%","0.28862755340670826","0.62527633"
"t1YkzAQUvQe9sJyLfRbTKnBwTLLntfWwV9N","81320.64943874135","0.00%","0.2883274750678733","0.62462625"
"t1dMyyoZnMKzPN3WvgZTmV2GyKtEMJDoXbF","81829.29247345975","0.00%","0.28824917653074467","0.62445662"
"t1XVjEWAKXBNunYSp4fNVQQZqmYCGseh7CE","90334.97056791032","0.00%","0.2876394548864195","0.62313573"
"t1JDjgCnUc8WhNjoNue4kU2xPqk5WASkR2c","86496.59708539963","0.00%","0.2875320897914508","0.62290314"
"t1dXN8P9yJEJEtW5uHrvWVvM2DsDFsgD6rj","72375.4093040725","0.00%","0.28747492889679455","0.62277931"
"t3a6mjWsfFRvdkTR2JUbSYxnASgLNvMn9Sk","67450.45223323841","0.00%","0.28733828422012386","0.62248328"
"t1XPwDpKUZ8qBgwSMWEy5hbFsTmAUfrwp8V","86604.95753582989","0.00%","0.2863607211493751","0.62036551"
"t1TPDrYgCJZ3aZTXbLx4uqWPdfe7r11kvBR","80909.95802126739","0.00%","0.28634408536799677","0.62032947"
"t1LWSYS6YBKsDC6UhgBT3LUW25wFm1M5Qpr","88439.85733926442","0.00%","0.2860406398301119","0.61967210"
"t1XhBFWV4GvKkuUstbtozmCJYyvrgqmNnb6","88935.01101759859","0.00%","0.28601334172806897","0.61961296"
"t1PNzRhWZc6mHN2XqQmgYsWxshLv2LbbqkE","90061.19960327623","0.00%","0.28557969036347336","0.61867351"
"t3PtLfeySJqwUWNbAozgX9nXYHAFvZaGRBD","66561.90373435737","0.00%","0.28554707878173","0.61860286"
"t1WyThJuNDJN2YFCqkm6VLaXU11My3Qsobq","69659.21248958293","0.00%","0.28550220739349924","0.61850565"
"t1KENLg29HhgraUSzGzQHUMSDiNSVmMD9YL","66066.66356365177","0.00%","0.2854311413717063","0.61835169"
"t1Nm2MjQquTDrH4VQEt6tTcUnKCieCjCupz","75917.44918940836","0.00%","0.2852000212853088","0.61785100"
"t1cxc7yCixUmYLQudSpzVsuUxDC4D6RPepY","89852.13179425041","0.00%","0.2841803494270669","0.61564200"
"t3aFxQFPiApny4RJskGNv5mK4B4RteSfjh3","80274.55890672636","0.00%","0.28374355465119894","0.61469574"
"t1UBMeyBYaoAQkDKyFTNvzG3NHZBXdRQbXj","87102.72346013012","0.00%","0.2827126968133009","0.61246251"
"t1J37yzw86tZHDHvvH2Fsgv4vM16BBEkvSK","71469.65101656874","0.00%","0.2818373565447274","0.61056620"
"t1bZTxUukzc5DyJ2sLHRFRV3kBYf5pESTmb","71246.37815790209","0.00%","0.2817340284920283","0.61034235"
"t1aEPiyb2aLitjGD31QMjUtFzx219sCvEkJ","87387.21756635304","0.00%","0.28172303237759877","0.61031853"
"t1SYmgEs8BMhckMDoYPT7YechKfvjN7cHaH","46355.19734272131","0.00%","0.2817075082234977","0.61028490"
"t1JE25fcZuy6hPCpVpQrGphJd71TkkT6Z8k","86839.0200535801","0.00%","0.2812235982045801","0.60923656"
"t1RYZMcThzkPGAaQminCZKXzPwccfjMfXuY","90394.19049926935","0.00%","0.2811185396171579","0.60900897"
"t1YV7LGyg43SAwVgeTnZfgk63Jkfxbro82P","80143.02697290697","0.00%","0.28057667765360095","0.60783509"
"t1LMzHfdVR7DyUFw7LurgvFPhtGHut6nJNx","128414.46282472351","0.00%","0.2802115693298073","0.60704413"
"t1V4iUpscn5qEJsuCf4ME5eXozMmiYVwHXm","53236.57763883677","0.00%","0.27969173019900945","0.60591796"
"t1eiRkzFxhxZMfZSvEFVeQJk395Ep3Vc38c","78509.51819032268","0.00%","0.2796485995509694","0.60582452"
"t1K9FNpmid5oYGCiwx8YmfsBMkbkvrxneZv","44694.78658918182","0.00%","0.27907980572413393","0.60459230"
"t1gJn7C4bt82pAPzR5FbsTUtyZbGdrKiu3z","77758.9765404858","0.00%","0.2790170184534887","0.60445628"
"t1e1suZ2pgXR7xZUndqQeEX82actmHS1xdP","70464.13425216336","0.00%","0.2785080811557656","0.60335373"
"t1YGLgfSYUjWBMproubtqeowdWcr7rqfCBB","59501.50891966436","0.00%","0.278148087769114","0.60257385"
"t1Jjvn51dQACg7NCxvcczM33tHTVJjui3Mm","87955.41315509661","0.00%","0.2780934279514489","0.60245543"
"t1YJ6sGkjxrJoAJKfYpNuW324TG85Mg18JT","62528.32846388563","0.00%","0.27786351678427096","0.60195736"
"t1UgRewWpKnoTNoX12nJTeNCSFHTzcZTdXM","77919.94520097366","0.00%","0.27704089302491447","0.60017524"
"t1fx2Kykk3wFEj9bPfL5cFByoR9etgGnDn3","87433.18183655772","0.00%","0.27701473215926226","0.60011857"
"t1UxZeoq7nuZzrnQpwaZoubCZk5kHABhAj7","52825.04853656158","0.00%","0.2766342306324664","0.59929426"
"t1Woc7NLBnjfq3YXtrHXJrbQKLEi1zBFZDP","61261.07159477155","0.00%","0.2758993849808511","0.59770231"
"t1QKMvKQiCr6ip1FRjg7cz7nuMAa4AMvM1B","89424.09597321185","0.00%","0.2756188769338469","0.59709462"
"t1RiPNjK9GKmFRZm6wuyPA3Luqh8BQHab1j","74330.3588171666","0.00%","0.2754923648769766","0.59682055"
"t1cufAL3hfjyw2zLU8cucHnGf1VyrE3LevZ","51003.698838574004","0.00%","0.2751517432018503","0.59608263"
"t1avNkiwK3yFGfT59nvRAKkqcifWJ5yPH8H","48889.22386250709","0.00%","0.2750423744050834","0.59584570"
"t1e6oCPxGSfNxvGpZCbgv3BkPxioiZo4kBX","63144.82292111759","0.00%","0.27457975293847364","0.59484349"
"t1a4btqEdWNS7BVGWGxwmocPcn9wcTs1aSZ","85858.12376819001","0.00%","0.27389774059683447","0.59336599"
"t1ZFKp8CDYLPUxk9E8w6QFzwkcUnXB1Z4tD","72263.42107531134","0.00%","0.27326769975300663","0.59200108"
"t1RCMJPUsyyM3rcnhkwNDy79DJzm5tU5jGd","73431.2923605833","0.00%","0.27310299594218607","0.59164427"
"t1JSgkg4SvD7fyi4f7icz9wsPhEdUuKtdDY","86070.36885115465","0.00%","0.27305187161508226","0.59153352"
"t1WjdKM6Ksd4HJpqqaiHawzLXagmZL2k7Y9","84183.63964629288","0.00%","0.2720743443380501","0.58941582"
"t1R6aWphEscVUNA384znQmxGWtPZ9Zy9XZr","92264.01387209498","0.00%","0.27202677935204067","0.58931278"
"t1giCBhVCZsPuhUU8adA6XXCmNp8A8nnKEd","74875.15450064898","0.00%","0.27181701886731013","0.58885836"
"t1N1oztgogn9YHLbJQPRXqSKScWovUJXwLG","84793.45087014","0.00%","0.27158992497287265","0.58836639"
"t1LkDwensM7H9h3un7xev2WDvxfRcUxrqXU","62009.30315488641","0.00%","0.27044822575845007","0.58589304"
"t1Tv8G9B5TUzu1RWXe3TdrivvF6C6A1KJVa","85546.12935246117","0.00%","0.2699468864779037","0.58480695"
"t1cBbfFjUJKdpNEzW2qZLHxXGaYD9sBwYc9","85775.33404263266","0.00%","0.26950235317277177","0.58384392"
"t1PdaayK4ot3CCFZr1Mcw37kZ5fMffSnkuh","63466.954653072695","0.00%","0.26949340935622934","0.58382454"
"t1Z4yfajzQcSiB91xsiwSTWGRc37juyQFQV","62935.32886502324","0.00%","0.2693714044288231","0.58356023"
"t1JpwCtpMHf4BYY1DoywCaPTp6QA1LkE2bi","55783.4676634735","0.00%","0.268932096422057","0.58260853"
"t1f97NJJk2Lnu51ptPQZ5L98JFGVcahYvsm","71378.80816830765","0.00%","0.2685837008136114","0.58185377"
"t1MEyEZbgoNg6Jwzp47TtrGz6ynXcmzvHaF","55196.030107173785","0.00%","0.2685260788776043","0.58172894"
"t1RQ7q7U7ViUnNc75xPhbwq2BAX9ZQ4haBV","52544.73697086479","0.00%","0.26848126743275935","0.58163186"
"t1Q2zRzEDbJrFR3bYRozswWMZX2RMVcsoJ3","66472.72103375172","0.00%","0.26836339700516837","0.58137651"
"t1bUBTSrxC9aH2YUATnmvTnVFm6QwG5auBR","82361.50181580632","0.00%","0.26829944835913977","0.58123797"
"t1PnK3jsPHugXsdXwsgmvr9ZZdVDzYtSdJw","93909.08691849712","0.00%","0.26827953323411025","0.58119483"
