"Address","Total Shares","Total Pool Percent","ZCL Amount","BTCP Amount"
"t1QNfbRUqAidJKqnAdwB7bMvc7tGNdQSjta","589266.6105679905","0.01%","2.153513348776141","4.66532355"
"t1JeQ4xcSALfXWcMMQw3NhsK79X4bTGuksf","637737.8129592414","0.01%","2.1471083285677026","4.65144785"
"t1Zj6ZZhFHnRtjMM7t8wi2QgYG4n1koABtY","501162.25554298266","0.01%","2.147063867399535","4.65135153"
"t1fgA7xJEqds6t3ZNFc1VFSkmQ8miJ3b1uF","495506.8945624243","0.01%","2.1462066382021834","4.64949445"
"t1b8FwLh6MAQM67X79rnefpi5YJM32EEMBB","611470.2154568958","0.01%","2.1421851766872764","4.64078245"
"t1VYfw62njZwBoLsP8XqgBKUT1PFFkUM6ms","616723.4079772431","0.01%","2.139942712651287","4.63592442"
"t1MKWNzaMPN4ByeV9CXVaeUNrejwTiLagAJ","565532.0438920496","0.01%","2.13976727798587","4.63554436"
"t1USnFKY7FFUTYcijMoegoP73MECbuXRH9Q","515144.6050259126","0.01%","2.1369203269975268","4.62937679"
"t1WinyTydeSrPdoi8wTUgH3qb3zqJCDt4h7","649563.07498538","0.01%","2.135553461753163","4.62641565"
"t1LW2GzP8hRGb2mx6gY2ZuMSn7kbMqMRBd4","557444.4091887908","0.01%","2.1280290188138093","4.61011486"
"t1JPBk4xFPcuDJZEKWkzAB8fridyaiNpJCg","533968.1506785186","0.01%","2.123224145581926","4.59970569"
"t1aUgZvUpWpKyJ6c1mDcGims93yzy6ccJAm","561868.491329225","0.01%","2.1221467333833055","4.59737161"
"t1dt7jYdVrtQvcxMXbkMH71bJuqusFFoute","653100.1862177326","0.01%","2.1204721114500367","4.59374374"
"t1JhvCC2aZbQ4gtbZBHPr3doZsDg3DoR5wQ","502258.7420863649","0.01%","2.1201509552155215","4.59304800"
"t1Lcpv8GPZ7v6BgLFPXwUzgke58pbREVfk6","547900.9492654083","0.01%","2.119596684052843","4.59184724"
"t1cfkaqtPD84K57snmoCxpFSGTubBFGbFBb","656454.1867629433","0.01%","2.1177451438366277","4.58783610"
"t1Z4SzYHxDpyUPKF16FFaoxMBatt2ZmupLV","500680.27698197763","0.01%","2.112512790479659","4.57650085"
"t1T46fzr2iwaUQePHcaJtnS8rPFysPe1ta2","576547.8884895829","0.01%","2.1112963088278995","4.57386549"
"t1QAzx2XzpXS57TuffdpCviEbUjfAXwsNPN","494161.2851020896","0.01%","2.110154817531478","4.57139259"
"t1Jxqnuc2vSQgn2cVVtzuMkQT4Acb29n1h5","498577.2305026332","0.01%","2.108494536352824","4.56779579"
"t1gkdLsTRprir1y6CbVp8b7LTW1vPaCN47K","515395.4727083456","0.01%","2.108337578650336","4.56745576"
"t3cDLK1xFjLDXH1vrJCF8Us9Be1e6Xxtswt","630484.631340714","0.01%","2.10411752052889","4.55831352"
"t1R1Kto9JRHxDG3a1EXJES6uSx5LMc2fGYq","642404.8361134238","0.01%","2.103836675249531","4.55770510"
"t1M9njXmtE5TKfRa6ZjBWEemZVDexc2koUr","469555.5634993721","0.01%","2.102817240818294","4.55549662"
"t1XcputvziNDGSyzt3BuQjvYkuRLvgZWRuf","604284.1749453045","0.01%","2.1027496214237047","4.55535013"
"t1Qs8MJ93wMojpzVuPPamcePcgoyMyk4mm7","501102.3289463716","0.01%","2.096573459809738","4.54197023"
"t1d1C9W4vxGMdxUYFgFb48yT7BRisjbyS4b","509407.63408101315","0.01%","2.0945290414768887","4.53754125"
"t1WBRYBr9bKb45yVQMuYtHGDh7hPMr8F18b","451997.43677135627","0.01%","2.093463340271344","4.53523254"
"t1YVah8swBLpP1U5etwrwZ4tXtRMpZsJt7i","557559.9369329589","0.01%","2.0928589290536053","4.53392316"
"t1XmdrCeCHm46SQZQ34aDNGnA9WAB9PoauX","557850.0785431206","0.01%","2.09141193095181","4.53078841"
"t1JHXMKTkcdLDhA3SaKGrNLdM8bx7V9aWyk","587132.9057799547","0.01%","2.0868300437772507","4.52086231"
"t1JFMf8ByzGoUkP3hWBnXU4eLQxmSWdSz7U","566653.4060446905","0.01%","2.0850294386738963","4.51696152"
"t1aaFVbML6bnN2MufNNTab6ajG9nF8wdHXA","559234.4623968459","0.01%","2.0849600260350103","4.51681115"
"t1fWjCRXQtPCc1sEUYCMf7CWvoekBVUFEJ6","554483.9108125662","0.01%","2.0849175521319716","4.51671913"
"t1ZzkjYBgiChn2Hpe9kx27ZQqQ1EjhZofGQ","507005.001640859","0.01%","2.084695257883401","4.51623756"
"t1PKTiUnsGNQYxzitUXp3M9psQaNF7tgUWQ","580262.1477805041","0.01%","2.0835533884471795","4.51376384"
"t1SayRR4rUM5SnHjFCbLqxgQGLXsKSh3eEC","428957.3559972188","0.01%","2.080720257629709","4.50762621"
"t1g1durVBscvbuqX4vnbFPXJoBD9rrJn8e2","508500.56504075095","0.01%","2.0794213529695136","4.50481229"
"t1hB3DrhY4NjPJhpZupSDfP9a7vUdb6wfwC","581606.4415057662","0.01%","2.073302094577144","4.49155566"
"t1Mfi7VYdRvRC4hxbN9iTRQQ8pzxmYeLvNZ","607428.3311446101","0.01%","2.069551872074574","4.48343127"
"t1LJiFwm6cY8ggH1qb6UYvf6z5UUrDp9WuT","464554.3193678006","0.01%","2.067105578392132","4.47813167"
"t1L3tKATDwf3KLX4i9oyNBtJ91pDoftsjqB","389837.6606597259","0.01%","2.065701953212302","4.47509089"
"t1RrwMVPvH3aKyos49Xk62Zh3NikFTctF27","603876.8467990954","0.01%","2.0644121906536177","4.47229677"
"t1VPgcyBcPKGp3U6cn8FSa9NgGGBWXjDJbJ","534508.4832358866","0.01%","2.063652208292579","4.47065036"
"t1bwALZViZpfpFfYFLKy45eB54RJqq5kSdP","561626.0795762223","0.01%","2.0620257005810805","4.46712673"
"t1QZBj3A1u4Vzx3R6JbVarJT7eJtJNbrvke","545004.8000577509","0.01%","2.0525994707979534","4.44670596"
"t1NWWhrcs17D1hgZbjotw5cgmtXZV3RjW5o","538147.9405379544","0.01%","2.050344531800302","4.44182091"
"t1Zt716xCzqA3HKsjG9FUuP2jhBFTQfnoqT","508177.8268457622","0.01%","2.0470022880480445","4.43458035"
"t1LwiFLbiRoujbWAqUq55qd1wsfHsH8k1L4","630152.3847652853","0.01%","2.0435396744512127","4.42707902"
"t1UjrCveKsDDeFh3YHQLx7Yjdpp8eGYFw6Y","611803.0665390469","0.01%","2.0414738639194585","4.42260369"
"t1ZsKHGUpZHYy1DEzQ8v23ni7dGbQSirzZb","535189.0678374387","0.01%","2.0279961507110253","4.39340587"
"t1XRW4yYCQv5xqAk9D8PofHzsV18aJ5J3PW","576792.8835317479","0.01%","2.0275997676570126","4.39254716"
"t1JQKKiW27CHLUs3BnKFeDZzzo8Pr5pioyw","609853.4727182417","0.01%","2.0252987531707327","4.38756229"
"t1c5LP5xtrkXD6hvCGyiHgSW6GRAEbfhXBE","526864.1286081291","0.01%","2.0229772495291956","4.38253304"
"t1fu25ytyzHcBh98gsnCNS1p96MyU7tMNYo","628171.9681297328","0.01%","2.0223313198398363","4.38113371"
"t1KWmDgT6TcM6QGrGJ5Mv2WQDGT5zwqnku2","564544.3407684123","0.01%","2.022299145627022","4.38106401"
"t1f52CUQxZAPbFci9pEsXF8uN5zTx4UDp3t","477717.4143665618","0.01%","2.0212195516336813","4.37872520"
"t1Uob3Qh23c8K3WeHoRLxgB8vRiYpLhEyjU","569804.4973787013","0.01%","2.0166906468647605","4.36891388"
"t1eNSJVcWMfXxt3Mzo8zDuwfXrF6eKGbUeo","542123.0907330381","0.01%","2.0159306443546052","4.36726743"
"t1Rpo3c2t31kBaMyCF9xrVaav31KPdtYrDv","471848.2814787874","0.01%","2.0121527683815588","4.35908312"
"t1VXFUzwChUcdzFSNvtCvSZJEG5W77z2KHX","413005.4982369949","0.01%","2.0112471664054303","4.35712124"
"t1QQobnNaHA1mr4Wsh7C3syjXTWVGrfJ13v","477787.9412993457","0.01%","2.010439592319084","4.35537173"
"t1eyvACBqA99DXrqJLWc2x8m6NGu3WJgq7x","418840.9119173172","0.01%","2.0029321473861965","4.33910777"
"t1MbkLbrLyzvSq2zxb95pvesjwXyCS9xpbY","616730.6011494495","0.01%","2.001303410099859","4.33557931"
"t1bNunCbs6DNWf3biabtCFneDSqGdxpWyvC","501615.9539223231","0.01%","1.9999047475870244","4.33254928"
"t1Tk8AsDttCao1fKcfiA1ZWpP47bWApc4Jy","495553.6619000402","0.01%","1.9989616155679855","4.33050610"
"t1YThthhwsktNG9wWNXSo8d6yVZtcNgfugw","454228.3834275074","0.01%","1.9959834107379069","4.32405418"
"t1Kq96zVAxoKaP7d3g319ixLc7CrirQ5PKU","598135.4154542547","0.01%","1.9943734759357348","4.32056646"
"t1bw3poobsB9A4QnjVHyLU2DnQ27No9Jvpd","559958.4708727562","0.01%","1.9917242516869262","4.31482724"
"t1VnUtY8RbXJx4sJhXNfBJD5p2wrgRXzVaM","524889.5903165031","0.01%","1.990106006954121","4.31132151"
"t1TK6YWNeYmXqCkrgDojZ4rLSnM3MR5mM8L","484288.98731499485","0.01%","1.9890206406581963","4.30897019"
"t1QRZJm1MEokPQPWFc8HiAHddoM55RH5ggd","608528.4315948352","0.01%","1.9872135156440602","4.30505528"
"t1Kn9NKJ3HYJbFGag6h4cGfRE6Wo9pcRL58","457602.49935518677","0.01%","1.983898926992149","4.29787463"
"t1akkoyYR8cXh52T3u5WxoEVneszmHSTuCT","610224.661548318","0.01%","1.9838381304328863","4.29774292"
"t1UaRD1QATPKuR2u9frLFsAnHs2WdaHRbLc","609509.4661562357","0.01%","1.9824919613998713","4.29482661"
"t1erV7Ao9KjDeoojRT87tbetQgDcDQy8oFf","546140.9769560754","0.01%","1.9801869218300205","4.28983302"
"t1dfqiJNX1BVCd3wprP8gx5Ut263ZzCFfQA","484311.9306599457","0.01%","1.9801404694872136","4.28973239"
"t1c24U3EobLxBSm9VjDvMu6vxMdvWNkixwP","607524.4876517795","0.01%","1.9693723206396043","4.26640451"
"t1ZrPwWXR5rKCSTrgMYgX8N8mye3rjtxJcp","432863.8284720554","0.01%","1.9653600191688383","4.25771235"
"t1KDeaPDPrsmvwipke3He5YPZ1AQM82NhS8","445663.15110121993","0.01%","1.9638106198219516","4.25435576"
"t1PikRYM6ETGQqi3JpvrmdqDSdsuD57spH3","527340.4953134567","0.01%","1.9606477988193995","4.24750390"
"t1S2njXDdUQEd17qwJ28gTPz8prBv999QSW","457925.78810178855","0.01%","1.9589020559496673","4.24372196"
"t1Zxt5ASfV6v3xXsy9oigNnsTchtcANgeoh","423093.2193213173","0.01%","1.9583450343349362","4.24251524"
"t1ZbHPvBCuS2hc7srhtxVQRA96RBDGR412G","632113.9746570365","0.01%","1.9582584203330138","4.24232760"
"t1UHLya61nob8eSDQ7EuDMSUApw1LpnDSxQ","464592.8747463617","0.01%","1.957394495023059","4.24045601"
"t1KAx2RBe6J5iRTPnRgenXUzZB7tCBUxcj8","584220.5864135936","0.01%","1.9542187921226466","4.23357624"
"t1WV8igDnfxPpqZvL4gUewwfGxmyHNWYq3b","540973.2403052887","0.01%","1.953167643859381","4.23129906"
"t1ZGtvGYBydkq8YwyZhWKZRGUFY2q6zET3Z","603201.5968242818","0.01%","1.9523302093195287","4.22948486"
"t1UjAwVuWdJVyXDNkVs6M9iLuLte4BR11gb","650335.64165432","0.01%","1.9476942008963967","4.21944151"
"t1RFFEiUZderEKh1YEdgrHXcta6Ud169k9F","452640.31508556823","0.01%","1.9463264344472475","4.21647841"
"t1MA7JJhE356mf4iPpFaB1Ja9snzwWX9MbK","498713.1060091424","0.01%","1.9458011162560012","4.21534037"
"t1bTKRo4jKhgc3X1w247vAwReV6UParJeAf","512457.3188287957","0.01%","1.9420998745941507","4.20732209"
"t1RrAfwzzhHaLqqkZAchcM9ALcyZwPm8qYG","553913.2286820794","0.01%","1.9322552735111085","4.18599496"
"t1e2GcR5nXC6fq2g2ku3EZcnP1zAr1rkE8s","592779.1449910975","0.01%","1.9309846850940169","4.18324239"
"t1dXSjLY2EqYmtQ9sBZqLTzxifgr6suMSqH","572912.3534346699","0.01%","1.9299404780267622","4.18098024"
"t1MbLhmcRojXg8xJPFHVdxxPcnDkCS143t4","363486.7586963201","0.01%","1.9294380627238734","4.17989182"
"t1bYiwrXbSZtpiGb8CFLjQAdZVLRNViJVyi","488500.8415607224","0.01%","1.929331690324384","4.17966137"
"t1R3SShhbGmRhKHmwpuFjG4iCeuUkyd8zoZ","574842.2062490428","0.01%","1.92730387506704","4.17526836"
"t1dC2h5XD6Np9CreAP6SWnUps8vkWoNAtuF","488012.2211377917","0.01%","1.927286629518076","4.17523100"
"t1QpwH9rQfJivkEQCMh331qMcQaRr9kfY3a","412303.84889844514","0.01%","1.9223187675563047","4.16446873"
"t1JaGZvFrcsoggchKEU3yhWYJDpQpsqa6BB","494950.9612786466","0.01%","1.9196526958142386","4.15869302"
"t1KHu5gF2LMEAZzrtmCUrgodHwg3aBiiAe9","500740.9657020911","0.01%","1.918384224319844","4.15594503"
"t1XUnhfwtohtU9tygjYkPPZzM6oLikiAkfX","586363.1244757314","0.01%","1.9146212936315534","4.14779310"
"t1LaGpqvBZQVxqV9Bjw4MYJfYfypT2gzY5K","596502.4741744281","0.01%","1.9140004237294717","4.14644806"
"t1azjjzoXdUrZ3cgE3k1Q5bRoBxwLeqNrAw","455911.7835658486","0.01%","1.9123239953837736","4.14281628"
"t1YXvAWD5kUVxMoukj8y4Bv9W6fEvdfyBVe","427924.22004905756","0.01%","1.9092278482854368","4.13610886"
"t1QwyZ2pCF2VWuDc4Li5BAUoSecfivRihc1","419178.5666151497","0.01%","1.9050827894958682","4.12712909"
"t1b3RFSZiRVJHGj67LHj2PPAtFG2sReJgcu","393678.47854071873","0.01%","1.9050624425259657","4.12708501"
"t1cUD4abBzRBGeu8wYYqrSNsjuMrbE68ny9","417017.3521553848","0.01%","1.9046921056230777","4.12628272"
"t1PkYaQgW2u996tGe7R8pCDKmx3W2ZCg5E5","427659.5321511395","0.01%","1.9035712567537857","4.12385454"
"t1VUYZTuMtXdfZhXiK5FAEwidAnmDwy6wQy","628546.9511382831","0.01%","1.8997273193636106","4.11552712"
"t1SBRLQgWHgHUGecbMq8AYYT5GFXnu5VSuo","480474.2728016661","0.01%","1.8978800041169506","4.11152514"
"t1awCekskdjEYbzx8UrfuZK4eGGqdkhsZ2y","537390.2446758227","0.01%","1.8957688252339435","4.10695153"
"t1LPBrcuPSaumXyYhiYpfGeuNr3F7zLM9GW","544997.2043611342","0.01%","1.894826784679223","4.10491071"
"t1K6bj9f3iMK95p936Y2xBHZkDigKHndHLn","509325.56777598656","0.01%","1.8944479935158183","4.10409011"
"t1SXxLvuDWWP99rmHpx9kTxJ5jACEGXXFEb","673435.281294728","0.01%","1.8923285607959128","4.09949862"
"t1N3CCAF5645XWpLHsLpFYayihkuD6aCRBo","337939.91823549237","0.01%","1.8918872417239538","4.09854255"
"t1aq6TR8C931b1sSRkwyoqQBJiKP8fDMPnH","405256.2027859305","0.01%","1.889057464005379","4.09241218"
"t1RhAM2gtPgefszDu8HDte2N4q3EpbJDXji","495897.8510447553","0.01%","1.8872145102194053","4.08841965"
"t1KcgyPFmT5CieWzeszpJaxtxZVK2fgKWnW","408982.75348818646","0.01%","1.88641785083342","4.08669378"
"t1VLtVJrrNKpiYKe8DQ6tdf8Q9N7bS5trXy","588599.762246164","0.01%","1.8862644388666494","4.08636144"
"t1NpzG99PAQEtBqi9BL13Eu3iSrGhuibFin","550636.7373728818","0.01%","1.8858643865832014","4.08549477"
"t1fjoqAtA8FbMYta9nezd7PFf5ck1fS8hCs","441491.94118449953","0.01%","1.8858155425905163","4.08538896"
"t1KXPUhLYQxtKuepzoYWxk2P4fZ1KygmeQ1","577118.9284758123","0.01%","1.8852785929919098","4.08422572"
"t1Vp6DGJjCrScshJk9cQZFw1HRaEXB3ifLo","580326.4867101188","0.01%","1.8851864178792637","4.08402604"
"t1UWXgrwSUuuyjS5fXdptJUjafhhdUmuipZ","528853.4471254296","0.01%","1.8819030736669093","4.07691307"
"t1UeVo2ZT7eyu8X5zw8FKEzsGDzkfMEsKU2","493624.0540816593","0.01%","1.8808906835541876","4.07471985"
"t1bPjjjGYfEfuwLrkvJpLDmsdv9CEDpj8PF","429437.5078613862","0.01%","1.8770379261805183","4.06637332"
"t1KhQy52PxfEr2xTaKPGdgNCuTwBiKXUG7k","552235.6124874285","0.01%","1.872385230870215","4.05629383"
"t1WgZf7Binij4L2t64CxMBobBnBoa3YCoRv","456109.12452222145","0.01%","1.8710493608373016","4.05339983"
"t3K2G7AsrqnvrZEaBTEeMKYbu63ha8W3L1L","442329.2323797575","0.01%","1.869662614327932","4.05039561"
"t1duoF8eqfbeNdk1WCbf36yMxQxE6LiZSW4","444817.5920742518","0.01%","1.8612831063357813","4.03224243"
"t1SMFFJ3by2rKpJQvYBg1ydQRhorV5Burj3","470911.57240951865","0.01%","1.8603846801904693","4.03029610"
"t1duV9c7BoqwXei4dfqHuHu9HVtvTaxizpc","386604.64174406254","0.01%","1.8602548769940017","4.03001490"
"t1YbX5UyFgx6YxdRM4BrXUWjWESACcibwkp","210600.64367138746","0.01%","1.8570537232242121","4.02307999"
"t1fhzEPZmfw1SHnD1V8yxTn7QBQBrALeNsA","414929.8086530744","0.01%","1.8543285737319541","4.01717629"
"t1KP99ipc652a5nyp4BurzHAHsuoMK48xZp","561833.864481543","0.01%","1.84791650350631","4.00328532"
"t1SnGhpDJQTd2Ta47A8bLwn62TaqwrNqitX","469478.95342828106","0.01%","1.847868701482185","4.00318176"
"t1TkCbUJqY5zdpAyZZiCQE1r1WPMp83JCoc","490755.59059906245","0.01%","1.8471534453855372","4.00163225"
"t1bgUh4Agn6nt1rFpzaceoGVxWyGJxewpmL","389889.82059620105","0.01%","1.845933546014724","3.99898948"
"t3SCzkb5fDxDimUi9eJWAy8WUKEzZAf9o1v","397760.70895382355","0.01%","1.842011151760341","3.99049210"
"t1SyGqrqehhC3QAmWPKZ2tRSAPfazjxzfYY","357242.4536949806","0.01%","1.8416991072745132","3.98981609"
"t1cxw7ZnRnaeZA7JFSNDTPJypMGr1CUJYMS","468568.4499753897","0.01%","1.8361740452096957","3.97784672"
"t1gvNL5NYpgPZRxj4F7qdq6Q2npVhN1L3bf","568191.326249443","0.01%","1.8325629383034314","3.97002370"
"t1h7bZ84NTLhBfWB4QgBbEMhfmBaZ7CsjgV","564324.9788601587","0.01%","1.8290684444142993","3.96245330"
"t1d8qrRMDqDVD81zi82sdYcRpYXAMmKFSZf","362674.833130417","0.01%","1.826441641987369","3.95676266"
"t1RAf2cBCtXZxDFVLhYBCHgAbhJ8UZ7wz3j","444052.6963370708","0.01%","1.8229271387309982","3.94914891"
"t1bKeiNQF45zemN2wTPwpGnbStdYaeaqPcg","493718.0358854263","0.01%","1.8201516638495643","3.94313619"
"t1KH53tJ4gQSaWHMK9ykSnpKj1GSmpNB8xa","423367.7133944472","0.01%","1.81964284839744","3.94203390"
"t1behv5mPJPuTuFS2SxWqYEcNGGV2kh5288","563166.9071170691","0.01%","1.8156120492251178","3.93330167"
"t1eipyUi8a2s6Q8cqBdoxMiHDCyxKput9XD","502250.92570874654","0.01%","1.8126435011101099","3.92687067"
"t1d4xbma14bhMTXhgj4F3FVNRLxahWzTWzx","465936.0696667392","0.01%","1.8116340121847678","3.92468374"
"t1bbNpR8YVgBgJijfM2RRUv3S2D8dM8iS6D","312089.2560644998","0.01%","1.8041898230665885","3.90855681"
"t1NWQV7dK81tspixC4Cagg19EFBBh1MtrLL","502957.8463290445","0.01%","1.80327241777846","3.90656936"
"t1geQ5bTXMiAXufF8ypXiyCXGMdkNwRUMiB","560949.124906258","0.01%","1.8031523791707194","3.90630931"
"t1SdmxD75boT8oN7ZGM6jDBT4xhjb9BRwLZ","415446.23476186156","0.01%","1.801535380395703","3.90280628"
"t1ZAj92aLRqbDqVWrz9DAXf9ppRaeWZmo7B","540116.4513751956","0.01%","1.800510001628405","3.90058493"
"t1SN2ohSDN4JzhQ9koHDh4Ua4AZLpoUGLK7","424253.42363946483","0.01%","1.8000431305121547","3.89957351"
"t1ahoVoKhGVMdzgsx6ikDnCrRC7koLcyyQx","544725.4651823911","0.01%","1.798017212333596","3.89518460"
"t1gXCFQzcsdW46LM44Dy7UjW22XWZkWSH9Q","525557.3478028508","0.01%","1.7976371538096592","3.89436125"
"t1QkAdkpduHPq9Hygj15n11y56TnbsA7Fi9","402967.5974724615","0.01%","1.7957413942293046","3.89025432"
"t1SDPmEB6eqSpHXRpEWSCSNbQMT16kCu1Kf","529204.914254927","0.01%","1.7899500696473074","3.87770812"
"t1LHGw7aajfRsLhMW6z4z5QxhWHXpGA3cEN","463388.6908967228","0.01%","1.7890227582013896","3.87569922"
"t1NxPTouAL64mbRT18B1NqEt8eGEtHJp7bc","336273.39809634135","0.01%","1.785359714560528","3.86776368"
"t1MwWBLWqgjd5fzbHZ112Kzf1isuEguQLMJ","429003.5091811781","0.01%","1.7852481997093779","3.86752210"
"t1JUxHGW7ky3RHWWGkVdbyFhv1BFeR3NR3D","483597.19282298285","0.01%","1.7758507695920962","3.84716371"
"t1ckv1hPvbYVkFnhLNMoVP8Hvx1oZLRU8GX","348978.1055056728","0.01%","1.7722603925359006","3.83938560"
"t1NRNwEazTRsA7gL5xk6XkmNVsKoBDm9saU","508048.0694976677","0.01%","1.7719456108513083","3.83870366"
"t1aAewecKpPToN6rEmC9geg498d9owyZXdY","289552.3330284371","0.01%","1.7719108931406535","3.83862845"
"t1N2GGaWFUy5tY7FztpwPeYWbme992L2BgK","562793.5257308839","0.01%","1.771019020801825","3.83669632"
"t1PUbgtXBtHWayad4HKbPN6txMebutXBm6a","342348.80994714506","0.01%","1.7708691291576253","3.83637160"
"t1Lga2XUKUzeoMUoeuJWvwyNeqhDRmdSVsf","501076.48218705365","0.01%","1.762771023165924","3.81882804"
"t1JGXygC68Vuqz9Qwx1TZzA2YywG3yKgLi1","426764.6437638092","0.01%","1.762695106136967","3.81866357"
"t1Ti3XfvTsVekucx12JM5edLMpCrzDanGWq","540135.0880252065","0.01%","1.760731167746396","3.81440894"
"t1eq1ddcAnnpVR4zGtSQPHfa9gqK1THeZiM","339001.6097670399","0.01%","1.760085233596127","3.81300960"
"t1TwV2YpsABW25V2VDqENjdPYk4bg5UxMq2","498006.9291726652","0.01%","1.7600040090524443","3.81283364"
"t1RjDFFkXQMtx94nhFJ9derqkABsaG4pRHj","482133.2565811815","0.01%","1.759003208181286","3.81066553"
"t1cCR8Cx4fmzEFNEEyrWoPwXrzwpTF6837x","350563.5032212978","0.01%","1.7576216833297633","3.80767262"
"t1ZtgN6KhumZWN9avDLybnPcLzZsRSYiL8d","456076.6593588735","0.01%","1.7569371380275256","3.80618964"
"t1WBAM4d4oLya5kNgJNyaC9Q1q1m9mYNsGP","399533.55760455073","0.01%","1.753558175282498","3.79886953"
"t1RCzEXChUwkZbTeindR7xf8BvRYJVdeSoK","532517.5396564057","0.01%","1.753076646333151","3.79782636"
"t1MnDV8E3UN4ETWpw4PWmjoLpqtiNLviXVn","466459.0556966084","0.01%","1.7511832745517248","3.79372460"
"t1eTxj6Vg2gVU8guECHH9nHaPvxG7SwCNEK","448515.32330989355","0.01%","1.7506409069278464","3.79254963"
"t1cT83MDeouFPznvU2JnoV84bMGZGSerZmp","479668.8286193279","0.01%","1.7495665422569564","3.79022215"
"t1c9567ip6EJfXTf3XZSD2aVVSf44aesKSQ","468144.4665093182","0.01%","1.7488873229441368","3.78875070"
"t1QwUrpiTArqRCeiAXESxrGXSSrdoDvxdxL","554183.0169833263","0.01%","1.7488521558289518","3.78867451"
"t1PSrBvWmkRY4S3NSC3Y6VfTzbVz7NAXzNU","351358.5148851408","0.01%","1.747194656200505","3.78508374"
"t1KLV1hX3Kyx5kTgMQwcg564RqbGA3WMT4z","363961.8281429121","0.01%","1.7461947897463908","3.78291766"
"t1TjvScQAgFKr72ASTHT1JSHPHnXGQ9S6b2","342144.89459960634","0.01%","1.7450899457205162","3.78052415"
"t1eo3uNVXA7g7n8WbmMj11qo6HzdBWBs6mR","396060.408038509","0.01%","1.7436806799824727","3.77747114"
"t1MzQ7xNtdYMBzYA17CM2JCw9SNmeEZ6yi6","444551.68065160146","0.01%","1.7419856220245848","3.77379901"
"t1LfA5B4itt2GQCgqpBKR926BraYwFg4m2v","431266.81101554044","0.01%","1.7416902838438868","3.77315919"
"t1W2SYuokpuE7uKvCABF89HpQeQQEn6Kk8E","398300.5100276178","0.01%","1.7405980705891193","3.77079305"
"t1WGpj4fxbPBAiVnXMNFavvotSmptKC25B8","335165.87288760615","0.01%","1.734631892476523","3.75786805"
"t1XcdU4TCVCkYwbf3wtbNryVPqh8mDa8MsL","413372.5689951412","0.01%","1.73455940273755","3.75771101"
"t1QjbK6ZnVV7gmSEszAJX2z1sXnY5FSPeAg","448948.21392834815","0.01%","1.7344489597416233","3.75747175"
"t1RdEArud8swGywt4rsJZ9U4a6EQ8ytWovL","542375.384751543","0.01%","1.7338349300982783","3.75614153"
"t1aaZYwwesEJ4CxSXcQLWLQxQmGs6aCFk56","535882.9107443554","0.01%","1.7324290153118531","3.75309579"
"t1NF6Wgi5JPX35DHM62eu6vTbnM28kHeEBJ","379782.61261069134","0.01%","1.731323091871241","3.75069994"
"t1UpxAXJMHhXZuPg6Cfhp9M9UkhhDiQ9bcb","540072.0171509207","0.01%","1.7308701126422907","3.74971861"
"t1YUu6a5ABFqmDncKTCmYdkS2PogbmVVk8k","397937.73706809053","0.01%","1.7303171264717123","3.74852064"
"t1W8XZi3qWBjeXpdRZcUvMQ4gcGJdM7hMCJ","407068.7852036833","0.01%","1.7292558429783909","3.74622150"
"t1SZUpzpXC6Kq99p78i6Veu1v8j9LXCsnNH","401787.8881397399","0.01%","1.7289769098617005","3.74561722"
"t1JGuYH1UTHUJ61c94CyWfM6LUn9ASc994m","496863.18450139835","0.01%","1.7263012525978843","3.73982074"
"t1Vga5qL1m2nXDZPJ38UU1BndWH3coJmaDo","500537.3044731847","0.01%","1.7258173840888167","3.73877250"
"t1SstLivFrj4vmzaqbiVVCp2g5HwKxcrNzf","470747.77842115215","0.01%","1.7255364363660337","3.73816386"
"t1dJdcMcWFz52Jt2Jo22rym1d4sAccWLGhU","429885.32486493257","0.01%","1.7234594865046886","3.73366440"
"t1do1y2GqHX9g6bqUSU563GNafC1hFhnvCN","470308.2582338385","0.01%","1.7217930706349769","3.73005431"
"t1XywPPU1gMTd1PjfJ7Q33XQs6BJFEDz2Dv","442133.73182802193","0.01%","1.717659271927077","3.72109894"
"t1HuD2gyL4EPpPeDjrJEW7zrR87EQXmpEtD","482574.9440447682","0.01%","1.714704349286268","3.71469746"
"t1h5kzBAz9v6vBkF3wGDYcpARSjRKv45suC","391467.89314217475","0.01%","1.71464645049153","3.71457203"
"t1N76FViPYnN1TUvpt3qHBf4KbVtCJVtCCr","385843.0713785013","0.01%","1.7141537817521733","3.71350473"
"t1R7uG5q5zeTpoXfDfVksFwzabKxxTzKYCA","461292.20817458606","0.01%","1.7124054856322364","3.70971726"
"t1PDFPRuYyjKtN9vuBn7C7HCseQmAF9KCEu","507713.71279702306","0.01%","1.7105132233648381","3.70561790"
"t1PLbf5SbeepX6HuVhpcXcubCMZ9HB4VEEy","472116.4233754825","0.01%","1.706159977597268","3.69618713"
"t1c5A86ptyhS1JU4Lz7aS9TRDAKUsZ6kxCU","412566.6478884834","0.01%","1.7030184244034576","3.68938134"
"t1Jt4dwYLRvtnMnqwnHPWj2fRMaKCtEzRfP","494135.04605401395","0.01%","1.702623032582401","3.68852477"
